Giornata;Squadra;Modulo;Giocatore;Titolare;PanchinaOrdine
3;Sinuoso;3-4-3;Martinez L.;NO;9
3;Sinuoso;3-4-3;Ricci S.;NO;10
3;Sinuoso;3-4-3;Bastoni;NO;11
3;Sinuoso;3-4-3;Darmian;NO;12
3;Sinuoso;3-4-3;Martinez Jo.;NO;13
3;Sinuoso;3-4-3;Di Gennaro;NO;14
3;Makumba FC;3-4-3;Perin;SI;0
3;Makumba FC;3-4-3;Zappacosta;SI;0
3;Makumba FC;3-4-3;Tomori;SI;0
3;Makumba FC;3-4-3;Bellanova;SI;0
3;Makumba FC;3-4-3;Pulisic;SI;0
3;Makumba FC;3-4-3;Mandragora;SI;0
3;Makumba FC;3-4-3;Zielinski;SI;0
3;Makumba FC;3-4-3;Taylor K.;SI;0
3;Makumba FC;3-4-3;Pinamonti;SI;0
3;Makumba FC;3-4-3;Adams C.;SI;0
3;Makumba FC;3-4-3;Kean;SI;0
3;Makumba FC;3-4-3;Skorupski;NO;1
3;Makumba FC;3-4-3;Politano;NO;2
3;Makumba FC;3-4-3;Gabbia;NO;3
3;Makumba FC;3-4-3;Orban G.;NO;4
3;Makumba FC;3-4-3;Pavlovic;NO;5
3;Makumba FC;3-4-3;Dimarco;NO;6
3;Makumba FC;3-4-3;Loftus-Cheek;NO;7
3;Makumba FC;3-4-3;Piccoli;NO;8
3;Makumba FC;3-4-3;Fofana Y.;NO;9
3;Makumba FC;3-4-3;Rodriguez Je.;NO;10
3;Makumba FC;3-4-3;Rowe;NO;11
3;Makumba FC;3-4-3;Di Gregorio;NO;12
3;Makumba FC;3-4-3;Bartesaghi;NO;13
3;Makumba FC;3-4-3;Estupinan;NO;14
3;Nhamass dstrunz;3-4-3;Carnesecchi;SI;0
3;Nhamass dstrunz;3-4-3;Ramon;SI;0
3;Nhamass dstrunz;3-4-3;Valle;SI;0
3;Nhamass dstrunz;3-4-3;Kossounou;SI;0
3;Nhamass dstrunz;3-4-3;Malinovskyi;SI;0
3;Nhamass dstrunz;3-4-3;Pasalic;SI;0
3;Nhamass dstrunz;3-4-3;Da Cunha;SI;0
3;Nhamass dstrunz;3-4-3;Ekkelenkamp;SI;0
3;Nhamass dstrunz;3-4-3;Kilicsoy;SI;0
3;Nhamass dstrunz;3-4-3;Berardi;SI;0
3;Nhamass dstrunz;3-4-3;Scamacca;SI;0
3;Nhamass dstrunz;3-4-3;Dybala;NO;1
3;Nhamass dstrunz;3-4-3;Soulè;NO;2
3;Nhamass dstrunz;3-4-3;Bijlow;NO;3
3;Nhamass dstrunz;3-4-3;Rrahmani;NO;4
3;Nhamass dstrunz;3-4-3;Kelly L.;NO;5
3;Nhamass dstrunz;3-4-3;Konè I.;NO;6
3;Nhamass dstrunz;3-4-3;Zaccagni;NO;7
3;Nhamass dstrunz;3-4-3;Krstovic;NO;8
3;Nhamass dstrunz;3-4-3;Celik;NO;9
3;Nhamass dstrunz;3-4-3;Tourè I.;NO;10
3;Nhamass dstrunz;3-4-3;Tavares N.;NO;11
3;Nhamass dstrunz;3-4-3;Sportiello;NO;12
3;Nhamass dstrunz;3-4-3;Perrone;NO;13
3;Nhamass dstrunz;3-4-3;Kempf;NO;14
3;Reazione di Mallard;3-4-3;Caprile;SI;0
3;Reazione di Mallard;3-4-3;Lucumì;SI;0
3;Reazione di Mallard;3-4-3;Hien;SI;0
3;Reazione di Mallard;3-4-3;Wesley;SI;0
3;Reazione di Mallard;3-4-3;Matic;SI;0
3;Reazione di Mallard;3-4-3;Gudmundsson A.;SI;0
3;Reazione di Mallard;3-4-3;Cristante;SI;0
3;Reazione di Mallard;3-4-3;Baturina;SI;0
3;Reazione di Mallard;3-4-3;Solomon;SI;0
3;Reazione di Mallard;3-4-3;Durosinmi;SI;0
3;Reazione di Mallard;3-4-3;David;SI;0
3;Reazione di Mallard;3-4-3;Gosens;NO;1
3;Reazione di Mallard;3-4-3;Ederson D.S.;NO;2
3;Reazione di Mallard;3-4-3;Rabiot;NO;3
3;Reazione di Mallard;3-4-3;Solet;NO;4
3;Reazione di Mallard;3-4-3;Coco;NO;5
3;Reazione di Mallard;3-4-3;Provedel;NO;6
3;Reazione di Mallard;3-4-3;Vitinha O.;NO;7
3;Reazione di Mallard;3-4-3;Zaniolo;NO;8
3;Reazione di Mallard;3-4-3;Simeone;NO;9
3;Reazione di Mallard;3-4-3;Doig;NO;10
3;Reazione di Mallard;3-4-3;Atta;NO;11
3;Reazione di Mallard;3-4-3;Martin;NO;12
3;Reazione di Mallard;3-4-3;Lukaku;NO;13
3;Reazione di Mallard;3-4-3;Butez;NO;14
3;Vietato Sognare FC;3-4-3;Muric;SI;0
3;Vietato Sognare FC;3-4-3;Kristensen T.;SI;0
3;Vietato Sognare FC;3-4-3;Carlos Augusto;SI;0
3;Vietato Sognare FC;3-4-3;Valeri;SI;0
3;Vietato Sognare FC;3-4-3;Maldini;SI;0
3;Vietato Sognare FC;3-4-3;Casadei;SI;0
3;Vietato Sognare FC;3-4-3;Bernabè;SI;0
3;Vietato Sognare FC;3-4-3;Santos A.;SI;0
3;Vietato Sognare FC;3-4-3;Hojlund;SI;0
3;Vietato Sognare FC;3-4-3;Ratkov;SI;0
3;Vietato Sognare FC;3-4-3;Moreo;SI;0
3;Vietato Sognare FC;3-4-3;Modric;NO;1
3;Vietato Sognare FC;3-4-3;Castro S.;NO;2
3;Vietato Sognare FC;3-4-3;Malen;NO;3
3;Vietato Sognare FC;3-4-3;Pellegrini Lo.;NO;4
3;Vietato Sognare FC;3-4-3;Maripan;NO;5
3;Vietato Sognare FC;3-4-3;Dumfries;NO;6
3;Vietato Sognare FC;3-4-3;Zambo Anguissa;NO;7
3;Vietato Sognare FC;3-4-3;Zortea;NO;8
3;Vietato Sognare FC;3-4-3;Muharemovic;NO;9
3;Vietato Sognare FC;3-4-3;Svilar;NO;10
3;Vietato Sognare FC;3-4-3;Gollini;NO;11
3;Vietato Sognare FC;3-4-3;Bonazzoli;NO;12
3;Vietato Sognare FC;3-4-3;Zalewski;NO;13
3;Vietato Sognare FC;3-4-3;Bremer;NO;14
4;ARCORE FC;3-4-3;Audero;SI;0
4;ARCORE FC;3-4-3;Bisseck;SI;0
4;ARCORE FC;3-4-3;Di Lorenzo;SI;0
4;ARCORE FC;3-4-3;N'Dicka;SI;0
4;ARCORE FC;3-4-3;Konè M.;SI;0
4;ARCORE FC;3-4-3;Zaragoza;SI;0
4;ARCORE FC;3-4-3;McTominay;SI;0
4;ARCORE FC;3-4-3;Tramoni M.;SI;0
4;ARCORE FC;3-4-3;Bonny;SI;0
4;ARCORE FC;3-4-3;Colombo;SI;0
4;ARCORE FC;3-4-3;Thuram;SI;0
4;ARCORE FC;3-4-3;De Winter;NO;1
4;ARCORE FC;3-4-3;Falcone;NO;2
4;ARCORE FC;3-4-3;Pedro;NO;3
4;ARCORE FC;3-4-3;Akanji;NO;4
4;ARCORE FC;3-4-3;Sucic P.;NO;5
4;ARCORE FC;3-4-3;Okoye;NO;6
4;ARCORE FC;3-4-3;Ostigard;NO;7
4;ARCORE FC;3-4-3;Cambiaso;NO;8
4;ARCORE FC;3-4-3;Thorsby;NO;9
4;ARCORE FC;3-4-3;Sanabria;NO;10
4;ARCORE FC;3-4-3;Cuadrado;NO;11
4;ARCORE FC;3-4-3;Cataldi;NO;12
4;ARCORE FC;3-4-3;Orsolini;NO;13
4;ARCORE FC;3-4-3;Esposito Se.;NO;14
4;FC San Marco Evangelista;3-4-3;Maignan;SI;0
4;FC San Marco Evangelista;3-4-3;Palestra;SI;0
4;FC San Marco Evangelista;3-4-3;Buongiorno;SI;0
4;FC San Marco Evangelista;3-4-3;Delprato;SI;0
4;FC San Marco Evangelista;3-4-3;Miretti;SI;0
4;FC San Marco Evangelista;3-4-3;Odgaard;SI;0
4;FC San Marco Evangelista;3-4-3;Saelemaekers;SI;0
4;FC San Marco Evangelista;3-4-3;Iling Junior;SI;0
4;FC San Marco Evangelista;3-4-3;De Ketelaere;SI;0
4;FC San Marco Evangelista;3-4-3;Yildiz;SI;0
4;FC San Marco Evangelista;3-4-3;Boga;SI;0
4;FC San Marco Evangelista;3-4-3;Gila;NO;1
4;FC San Marco Evangelista;3-4-3;Terracciano;NO;2
4;FC San Marco Evangelista;3-4-3;Barella;NO;3
4;FC San Marco Evangelista;3-4-3;Circati;NO;4
4;FC San Marco Evangelista;3-4-3;Dele-Bashiru;NO;5
4;FC San Marco Evangelista;3-4-3;Paz N.;NO;6
4;FC San Marco Evangelista;3-4-3;Brescianini;NO;7
4;FC San Marco Evangelista;3-4-3;Suzuki;NO;8
4;FC San Marco Evangelista;3-4-3;Cancellieri;NO;9
4;FC San Marco Evangelista;3-4-3;Ferguson E.;NO;10
4;FC San Marco Evangelista;3-4-3;Norton-Cuffy;NO;11
4;FC San Marco Evangelista;3-4-3;Kalulu;NO;12
4;FC San Marco Evangelista;3-4-3;Pellegrino M.;NO;13
4;FC San Marco Evangelista;3-4-3;Ranieri L.;NO;14
4;FC bianchi;3-4-3;Meret;SI;0
4;FC bianchi;3-4-3;Dodò;SI;0
4;FC bianchi;3-4-3;Vasquez;SI;0
4;FC bianchi;3-4-3;Scalvini;SI;0
4;FC bianchi;3-4-3;Mkhitaryan;SI;0
4;FC bianchi;3-4-3;Harroui;SI;0
4;FC bianchi;3-4-3;McKennie;SI;0
4;FC bianchi;3-4-3;Strefezza;SI;0
4;FC bianchi;3-4-3;Raspadori;SI;0
4;FC bianchi;3-4-3;Zapata D.;SI;0
4;FC bianchi;3-4-3;Fullkrug;SI;0
4;FC bianchi;3-4-3;Davis K.;NO;1
4;FC bianchi;3-4-3;Milinkovic-Savic V.;NO;2
4;FC bianchi;3-4-3;Baschirotto;NO;3
4;FC bianchi;3-4-3;Isaksen;NO;4
4;FC bianchi;3-4-3;Romagnoli;NO;5
4;FC bianchi;3-4-3;Contini;NO;6
4;FC bianchi;3-4-3;Sottil;NO;7
4;FC bianchi;3-4-3;Diego Carlos;NO;8
4;FC bianchi;3-4-3;Thuram K.;NO;9
4;FC bianchi;3-4-3;Rovella;NO;10
4;FC bianchi;3-4-3;Vardy;NO;11
4;FC bianchi;3-4-3;Comuzzo;NO;12
4;FC bianchi;3-4-3;Leao;NO;13
4;FC bianchi;3-4-3;Mina;NO;14
4;Sinuoso;3-4-3;Sommer;SI;0
4;Sinuoso;3-4-3;Holm;SI;0
4;Sinuoso;3-4-3;Heggem;SI;0
4;Sinuoso;3-4-3;Olivera;SI;0
4;Sinuoso;3-4-3;Conceicao;SI;0
4;Sinuoso;3-4-3;Thorstvedt;SI;0
4;Sinuoso;3-4-3;Locatelli;SI;0
4;Sinuoso;3-4-3;Ricci S.;SI;0
4;Sinuoso;3-4-3;Nkunku;SI;0
4;Sinuoso;3-4-3;Douvikas;SI;0
4;Sinuoso;3-4-3;Martinez L.;SI;0
4;Sinuoso;3-4-3;Mancini;NO;1
4;Sinuoso;3-4-3;Spinazzola;NO;2
4;Sinuoso;3-4-3;Caracciolo A.;NO;3
4;Sinuoso;3-4-3;Nzola;NO;4
4;Sinuoso;3-4-3;De Roon;NO;5
4;Sinuoso;3-4-3;Bastoni;NO;6
4;Sinuoso;3-4-3;Calhanoglu;NO;7
4;Sinuoso;3-4-3;Esposito F.P.;NO;8
4;Sinuoso;3-4-3;Martinez Jo.;NO;9
4;Sinuoso;3-4-3;Di Gennaro;NO;10
4;Sinuoso;3-4-3;Vergara;NO;11
4;Sinuoso;3-4-3;Laurientè;NO;12
4;Sinuoso;3-4-3;Vlasic;NO;13
4;Sinuoso;3-4-3;Darmian;NO;14
4;Makumba FC;3-4-3;Perin;SI;0
4;Makumba FC;3-4-3;Tomori;SI;0
4;Makumba FC;3-4-3;Bartesaghi;SI;0
4;Makumba FC;3-4-3;Gabbia;SI;0
4;Makumba FC;3-4-3;Fofana Y.;SI;0
4;Makumba FC;3-4-3;Rowe;SI;0
4;Makumba FC;3-4-3;Pulisic;SI;0
4;Makumba FC;3-4-3;Mandragora;SI;0
4;Makumba FC;3-4-3;Orban G.;SI;0
4;Makumba FC;3-4-3;Piccoli;SI;0
4;Makumba FC;3-4-3;Pinamonti;SI;0
4;Makumba FC;3-4-3;Di Gregorio;NO;1
4;Makumba FC;3-4-3;Dimarco;NO;2
4;Makumba FC;3-4-3;Rodriguez Je.;NO;3
4;Makumba FC;3-4-3;Bellanova;NO;4
4;Makumba FC;3-4-3;Estupinan;NO;5
4;Makumba FC;3-4-3;Loftus-Cheek;NO;6
4;Makumba FC;3-4-3;Taylor K.;NO;7
4;Makumba FC;3-4-3;Zappacosta;NO;8
4;Makumba FC;3-4-3;Pavlovic;NO;9
4;Makumba FC;3-4-3;Adams C.;NO;10
4;Makumba FC;3-4-3;Politano;NO;11
4;Makumba FC;3-4-3;Kean;NO;12
4;Makumba FC;3-4-3;Skorupski;NO;13
4;Makumba FC;3-4-3;Zielinski;NO;14
4;Nhamass dstrunz;3-4-3;Sportiello;SI;0
4;Nhamass dstrunz;3-4-3;Kossounou;SI;0
4;Nhamass dstrunz;3-4-3;Celik;SI;0
4;Nhamass dstrunz;3-4-3;Ramon;SI;0
4;Nhamass dstrunz;3-4-3;Tourè I.;SI;0
4;Nhamass dstrunz;3-4-3;Ekkelenkamp;SI;0
4;Nhamass dstrunz;3-4-3;Zaccagni;SI;0
4;Nhamass dstrunz;3-4-3;Perrone;SI;0
4;Nhamass dstrunz;3-4-3;Berardi;SI;0
4;Nhamass dstrunz;3-4-3;Soulè;SI;0
4;Nhamass dstrunz;3-4-3;Scamacca;SI;0
4;Nhamass dstrunz;3-4-3;Tavares N.;NO;1
4;Nhamass dstrunz;3-4-3;Kempf;NO;2
4;Nhamass dstrunz;3-4-3;Malinovskyi;NO;3
4;Nhamass dstrunz;3-4-3;Kilicsoy;NO;4
4;Nhamass dstrunz;3-4-3;Kelly L.;NO;5
4;Nhamass dstrunz;3-4-3;Carnesecchi;NO;6
4;Nhamass dstrunz;3-4-3;Pasalic;NO;7
4;Nhamass dstrunz;3-4-3;Dybala;NO;8
4;Nhamass dstrunz;3-4-3;Bijlow;NO;9
4;Nhamass dstrunz;3-4-3;Konè I.;NO;10
4;Nhamass dstrunz;3-4-3;Da Cunha;NO;11
4;Nhamass dstrunz;3-4-3;Rrahmani;NO;12
4;Nhamass dstrunz;3-4-3;Valle;NO;13
4;Nhamass dstrunz;3-4-3;Krstovic;NO;14
4;Reazione di Mallard;3-4-3;Caprile;SI;0
4;Reazione di Mallard;3-4-3;Lucumì;SI;0
4;Reazione di Mallard;3-4-3;Gosens;SI;0
4;Reazione di Mallard;3-4-3;Hien;SI;0
4;Reazione di Mallard;3-4-3;Zaniolo;SI;0
4;Reazione di Mallard;3-4-3;Cristante;SI;0
4;Reazione di Mallard;3-4-3;Gudmundsson A.;SI;0
4;Reazione di Mallard;3-4-3;Matic;SI;0
4;Reazione di Mallard;3-4-3;Durosinmi;SI;0
4;Reazione di Mallard;3-4-3;Solomon;SI;0
4;Reazione di Mallard;3-4-3;Simeone;SI;0
4;Reazione di Mallard;3-4-3;Doig;NO;1
4;Reazione di Mallard;3-4-3;Rabiot;NO;2
4;Reazione di Mallard;3-4-3;Butez;NO;3
4;Reazione di Mallard;3-4-3;Vitinha O.;NO;4
4;Reazione di Mallard;3-4-3;Martin;NO;5
4;Reazione di Mallard;3-4-3;Coco;NO;6
4;Reazione di Mallard;3-4-3;Lukaku;NO;7
4;Reazione di Mallard;3-4-3;Baturina;NO;8
4;Reazione di Mallard;3-4-3;Wesley;NO;9
4;Reazione di Mallard;3-4-3;Ederson D.S.;NO;10
4;Reazione di Mallard;3-4-3;Solet;NO;11
4;Reazione di Mallard;3-4-3;Provedel;NO;12
4;Reazione di Mallard;3-4-3;Atta;NO;13
4;Reazione di Mallard;3-4-3;David;NO;14
4;Vietato Sognare FC;3-4-3;Gollini;SI;0
4;Vietato Sognare FC;3-4-3;Kristensen T.;SI;0
4;Vietato Sognare FC;3-4-3;Maripan;SI;0
4;Vietato Sognare FC;3-4-3;Carlos Augusto;SI;0
4;Vietato Sognare FC;3-4-3;Santos A.;SI;0
4;Vietato Sognare FC;3-4-3;Casadei;SI;0
4;Vietato Sognare FC;3-4-3;Modric;SI;0
4;Vietato Sognare FC;3-4-3;Maldini;SI;0
4;Vietato Sognare FC;3-4-3;Moreo;SI;0
4;Vietato Sognare FC;3-4-3;Castro S.;SI;0
4;Vietato Sognare FC;3-4-3;Malen;SI;0
4;Vietato Sognare FC;3-4-3;Zortea;NO;1
4;Vietato Sognare FC;3-4-3;Ratkov;NO;2
4;Vietato Sognare FC;3-4-3;Valeri;NO;3
4;Vietato Sognare FC;3-4-3;Bonazzoli;NO;4
4;Vietato Sognare FC;3-4-3;Muric;NO;5
4;Vietato Sognare FC;3-4-3;Svilar;NO;6
4;Vietato Sognare FC;3-4-3;Bremer;NO;7
4;Vietato Sognare FC;3-4-3;Dumfries;NO;8
4;Vietato Sognare FC;3-4-3;Muharemovic;NO;9
4;Vietato Sognare FC;3-4-3;Bernabè;NO;10
4;Vietato Sognare FC;3-4-3;Pellegrini Lo.;NO;11
4;Vietato Sognare FC;3-4-3;Zambo Anguissa;NO;12
4;Vietato Sognare FC;3-4-3;Hojlund;NO;13
4;Vietato Sognare FC;3-4-3;Zalewski;NO;14
5;ARCORE FC;3-4-3;Falcone;SI;0
5;ARCORE FC;3-4-3;Ostigard;SI;0
5;ARCORE FC;3-4-3;Akanji;SI;0
5;ARCORE FC;3-4-3;Cuadrado;SI;0
5;ARCORE FC;3-4-3;Sucic P.;SI;0
5;ARCORE FC;3-4-3;Zaragoza;SI;0
5;ARCORE FC;3-4-3;Thorsby;SI;0
5;ARCORE FC;3-4-3;Orsolini;SI;0
5;ARCORE FC;3-4-3;Thuram;SI;0
5;ARCORE FC;3-4-3;Pedro;SI;0
5;ARCORE FC;3-4-3;Esposito Se.;SI;0
5;ARCORE FC;3-4-3;Bisseck;NO;1
5;ARCORE FC;3-4-3;N'Dicka;NO;2
5;ARCORE FC;3-4-3;Di Lorenzo;NO;3
5;ARCORE FC;3-4-3;Sanabria;NO;4
5;ARCORE FC;3-4-3;Cataldi;NO;5
5;ARCORE FC;3-4-3;Okoye;NO;6
5;ARCORE FC;3-4-3;McTominay;NO;7
5;ARCORE FC;3-4-3;Audero;NO;8
5;ARCORE FC;3-4-3;Konè M.;NO;9
5;ARCORE FC;3-4-3;Tramoni M.;NO;10
5;ARCORE FC;3-4-3;Bonny;NO;11
5;ARCORE FC;3-4-3;De Winter;NO;12
5;ARCORE FC;3-4-3;Cambiaso;NO;13
5;ARCORE FC;3-4-3;Colombo;NO;14
5;FC San Marco Evangelista;3-4-3;Maignan;SI;0
5;FC San Marco Evangelista;3-4-3;Gila;SI;0
5;FC San Marco Evangelista;3-4-3;Delprato;SI;0
5;FC San Marco Evangelista;3-4-3;Palestra;SI;0
5;FC San Marco Evangelista;3-4-3;Paz N.;SI;0
5;FC San Marco Evangelista;3-4-3;Brescianini;SI;0
5;FC San Marco Evangelista;3-4-3;Barella;SI;0
5;FC San Marco Evangelista;3-4-3;Iling Junior;SI;0
5;FC San Marco Evangelista;3-4-3;De Ketelaere;SI;0
5;FC San Marco Evangelista;3-4-3;Cancellieri;SI;0
5;FC San Marco Evangelista;3-4-3;Ferguson E.;SI;0
5;FC San Marco Evangelista;3-4-3;Terracciano;NO;1
5;FC San Marco Evangelista;3-4-3;Suzuki;NO;2
5;FC San Marco Evangelista;3-4-3;Saelemaekers;NO;3
5;FC San Marco Evangelista;3-4-3;Yildiz;NO;4
5;FC San Marco Evangelista;3-4-3;Buongiorno;NO;5
5;FC San Marco Evangelista;3-4-3;Norton-Cuffy;NO;6
5;FC San Marco Evangelista;3-4-3;Pellegrino M.;NO;7
5;FC San Marco Evangelista;3-4-3;Odgaard;NO;8
5;FC San Marco Evangelista;3-4-3;Circati;NO;9
5;FC San Marco Evangelista;3-4-3;Miretti;NO;10
5;FC San Marco Evangelista;3-4-3;Dele-Bashiru;NO;11
5;FC San Marco Evangelista;3-4-3;Kalulu;NO;12
5;FC San Marco Evangelista;3-4-3;Ranieri L.;NO;13
5;FC San Marco Evangelista;3-4-3;Boga;NO;14
5;FC bianchi;3-4-3;Milinkovic-Savic V.;SI;0
5;FC bianchi;3-4-3;Comuzzo;SI;0
5;FC bianchi;3-4-3;Mina;SI;0
5;FC bianchi;3-4-3;Dodò;SI;0
5;FC bianchi;3-4-3;McKennie;SI;0
5;FC bianchi;3-4-3;Sottil;SI;0
5;FC bianchi;3-4-3;Mkhitaryan;SI;0
5;FC bianchi;3-4-3;Harroui;SI;0
5;FC bianchi;3-4-3;Fullkrug;SI;0
5;FC bianchi;3-4-3;Zapata D.;SI;0
5;FC bianchi;3-4-3;Vardy;SI;0
5;FC bianchi;3-4-3;Isaksen;NO;1
5;FC bianchi;3-4-3;Baschirotto;NO;2
5;FC bianchi;3-4-3;Leao;NO;3
5;FC bianchi;3-4-3;Scalvini;NO;4
5;FC bianchi;3-4-3;Romagnoli;NO;5
5;FC bianchi;3-4-3;Contini;NO;6
5;FC bianchi;3-4-3;Meret;NO;7
5;FC bianchi;3-4-3;Thuram K.;NO;8
5;FC bianchi;3-4-3;Strefezza;NO;9
5;FC bianchi;3-4-3;Vasquez;NO;10
5;FC bianchi;3-4-3;Rovella;NO;11
5;FC bianchi;3-4-3;Raspadori;NO;12
5;FC bianchi;3-4-3;Davis K.;NO;13
5;FC bianchi;3-4-3;Diego Carlos;NO;14
5;Sinuoso;3-4-3;Sommer;SI;0
5;Sinuoso;3-4-3;Spinazzola;SI;0
5;Sinuoso;3-4-3;Holm;SI;0
5;Sinuoso;3-4-3;Darmian;SI;0
5;Sinuoso;3-4-3;Calhanoglu;SI;0
5;Sinuoso;3-4-3;Vergara;SI;0
5;Sinuoso;3-4-3;De Roon;SI;0
5;Sinuoso;3-4-3;Thorstvedt;SI;0
5;Sinuoso;3-4-3;Douvikas;SI;0
5;Sinuoso;3-4-3;Nzola;SI;0
5;Sinuoso;3-4-3;Nkunku;SI;0
5;Sinuoso;3-4-3;Ricci S.;NO;1
5;Sinuoso;3-4-3;Olivera;NO;2
5;Sinuoso;3-4-3;Vlasic;NO;3
5;Sinuoso;3-4-3;Esposito F.P.;NO;4
5;Sinuoso;3-4-3;Bastoni;NO;5
5;Sinuoso;3-4-3;Heggem;NO;6
5;Sinuoso;3-4-3;Caracciolo A.;NO;7
5;Sinuoso;3-4-3;Martinez L.;NO;8
5;Sinuoso;3-4-3;Mancini;NO;9
5;Sinuoso;3-4-3;Di Gennaro;NO;10
5;Sinuoso;3-4-3;Martinez Jo.;NO;11
5;Sinuoso;3-4-3;Locatelli;NO;12
5;Sinuoso;3-4-3;Laurientè;NO;13
5;Sinuoso;3-4-3;Conceicao;NO;14
5;Makumba FC;3-4-3;Perin;SI;0
5;Makumba FC;3-4-3;Zappacosta;SI;0
5;Makumba FC;3-4-3;Estupinan;SI;0
5;Makumba FC;3-4-3;Dimarco;SI;0
5;Makumba FC;3-4-3;Rowe;SI;0
5;Makumba FC;3-4-3;Pulisic;SI;0
5;Makumba FC;3-4-3;Zielinski;SI;0
5;Makumba FC;3-4-3;Loftus-Cheek;SI;0
5;Makumba FC;3-4-3;Rodriguez Je.;SI;0
5;Makumba FC;3-4-3;Pinamonti;SI;0
5;Makumba FC;3-4-3;Kean;SI;0
5;Makumba FC;3-4-3;Skorupski;NO;1
5;Makumba FC;3-4-3;Pavlovic;NO;2
5;Makumba FC;3-4-3;Adams C.;NO;3
5;Makumba FC;3-4-3;Politano;NO;4
5;Makumba FC;3-4-3;Bartesaghi;NO;5
5;Makumba FC;3-4-3;Mandragora;NO;6
5;Makumba FC;3-4-3;Taylor K.;NO;7
5;Makumba FC;3-4-3;Piccoli;NO;8
5;Makumba FC;3-4-3;Tomori;NO;9
5;Makumba FC;3-4-3;Di Gregorio;NO;10
5;Makumba FC;3-4-3;Bellanova;NO;11
5;Makumba FC;3-4-3;Fofana Y.;NO;12
5;Makumba FC;3-4-3;Orban G.;NO;13
5;Makumba FC;3-4-3;Gabbia;NO;14
5;Nhamass dstrunz;3-4-3;Carnesecchi;SI;0
5;Nhamass dstrunz;3-4-3;Kempf;SI;0
5;Nhamass dstrunz;3-4-3;Kossounou;SI;0
5;Nhamass dstrunz;3-4-3;Kelly L.;SI;0
5;Nhamass dstrunz;3-4-3;Konè I.;SI;0
5;Nhamass dstrunz;3-4-3;Malinovskyi;SI;0
5;Nhamass dstrunz;3-4-3;Perrone;SI;0
5;Nhamass dstrunz;3-4-3;Ekkelenkamp;SI;0
5;Nhamass dstrunz;3-4-3;Dybala;SI;0
5;Nhamass dstrunz;3-4-3;Krstovic;SI;0
5;Nhamass dstrunz;3-4-3;Kilicsoy;SI;0
5;Nhamass dstrunz;3-4-3;Valle;NO;1
5;Nhamass dstrunz;3-4-3;Zaccagni;NO;2
5;Nhamass dstrunz;3-4-3;Berardi;NO;3
5;Nhamass dstrunz;3-4-3;Sportiello;NO;4
5;Nhamass dstrunz;3-4-3;Da Cunha;NO;5
5;Nhamass dstrunz;3-4-3;Ramon;NO;6
5;Nhamass dstrunz;3-4-3;Pasalic;NO;7
5;Nhamass dstrunz;3-4-3;Rrahmani;NO;8
5;Nhamass dstrunz;3-4-3;Bijlow;NO;9
5;Nhamass dstrunz;3-4-3;Tavares N.;NO;10
5;Nhamass dstrunz;3-4-3;Soulè;NO;11
5;Nhamass dstrunz;3-4-3;Tourè I.;NO;12
5;Nhamass dstrunz;3-4-3;Celik;NO;13
5;Nhamass dstrunz;3-4-3;Scamacca;NO;14
5;Reazione di Mallard;3-4-3;Caprile;SI;0
5;Reazione di Mallard;3-4-3;Wesley;SI;0
5;Reazione di Mallard;3-4-3;Coco;SI;0
5;Reazione di Mallard;3-4-3;Hien;SI;0
5;Reazione di Mallard;3-4-3;Baturina;SI;0
5;Reazione di Mallard;3-4-3;Matic;SI;0
5;Reazione di Mallard;3-4-3;Cristante;SI;0
5;Reazione di Mallard;3-4-3;Rabiot;SI;0
5;Reazione di Mallard;3-4-3;David;SI;0
5;Reazione di Mallard;3-4-3;Durosinmi;SI;0
5;Reazione di Mallard;3-4-3;Vitinha O.;SI;0
5;Reazione di Mallard;3-4-3;Gosens;NO;1
5;Reazione di Mallard;3-4-3;Zaniolo;NO;2
5;Reazione di Mallard;3-4-3;Ederson D.S.;NO;3
5;Reazione di Mallard;3-4-3;Lucumì;NO;4
5;Reazione di Mallard;3-4-3;Solomon;NO;5
5;Reazione di Mallard;3-4-3;Lukaku;NO;6
5;Reazione di Mallard;3-4-3;Provedel;NO;7
5;Reazione di Mallard;3-4-3;Solet;NO;8
5;Reazione di Mallard;3-4-3;Simeone;NO;9
5;Reazione di Mallard;3-4-3;Gudmundsson A.;NO;10
5;Reazione di Mallard;3-4-3;Doig;NO;11
5;Reazione di Mallard;3-4-3;Martin;NO;12
5;Reazione di Mallard;3-4-3;Atta;NO;13
5;Reazione di Mallard;3-4-3;Butez;NO;14
5;Vietato Sognare FC;3-4-3;Gollini;SI;0
5;Vietato Sognare FC;3-4-3;Bremer;SI;0
5;Vietato Sognare FC;3-4-3;Zortea;SI;0
5;Vietato Sognare FC;3-4-3;Maripan;SI;0
5;Vietato Sognare FC;3-4-3;Zalewski;SI;0
5;Vietato Sognare FC;3-4-3;Maldini;SI;0
5;Vietato Sognare FC;3-4-3;Pellegrini Lo.;SI;0
5;Vietato Sognare FC;3-4-3;Bernabè;SI;0
5;Vietato Sognare FC;3-4-3;Ratkov;SI;0
5;Vietato Sognare FC;3-4-3;Malen;SI;0
5;Vietato Sognare FC;3-4-3;Hojlund;SI;0
5;Vietato Sognare FC;3-4-3;Bonazzoli;NO;1
